timestamp,device,energy_kwh,temperature,occupancy
2025-01-01 21:00:00,Air Conditioner,0.3846,19.4,1
2025-01-01 21:00:00,Refrigerator,0.2181,19.4,1
2025-01-01 21:00:00,Lighting,0.3117,19.4,1
2025-01-01 21:00:00,Electric Heater,0.7118,19.4,1
2025-01-01 21:00:00,Computer,0.2595,19.4,1
2025-01-01 22:00:00,Air Conditioner,0.4139,19.4,1
2025-01-01 22:00:00,Refrigerator,0.277,19.4,1
2025-01-01 22:00:00,Lighting,0.3156,19.4,1
2025-01-01 22:00:00,Electric Heater,0.6262,19.4,1
2025-01-01 22:00:00,Computer,0.2502,19.4,1
2025-01-01 23:00:00,Air Conditioner,0.4409,19.5,0
2025-01-01 23:00:00,Refrigerator,0.2199,19.5,0
2025-01-01 23:00:00,Lighting,0.0145,19.5,0
2025-01-01 23:00:00,Electric Heater,0.5619,19.5,0
2025-01-01 23:00:00,Computer,0.1065,19.5,0
2025-01-02 00:00:00,Air Conditioner,0.3509,18.9,1
2025-01-02 00:00:00,Refrigerator,0.2335,18.9,1
2025-01-02 00:00:00,Lighting,0.3315,18.9,1
2025-01-02 00:00:00,Electric Heater,0.6825,18.9,1
2025-01-02 00:00:00,Computer,0.2487,18.9,1
2025-01-02 01:00:00,Air Conditioner,0.4219,18.1,1
2025-01-02 01:00:00,Refrigerator,0.249,18.1,1
2025-01-02 01:00:00,Lighting,0.2644,18.1,1
2025-01-02 01:00:00,Electric Heater,0.813,18.1,1
2025-01-02 01:00:00,Computer,0.2197,18.1,1
2025-01-02 02:00:00,Air Conditioner,0.4145,17.9,0
2025-01-02 02:00:00,Refrigerator,0.2275,17.9,0
2025-01-02 02:00:00,Lighting,0.0157,17.9,0
2025-01-02 02:00:00,Electric Heater,0.7795,17.9,0
2025-01-02 02:00:00,Computer,0.0119,17.9,0
2025-01-02 03:00:00,Air Conditioner,0.4713,20.3,1
2025-01-02 03:00:00,Refrigerator,0.2415,20.3,1
2025-01-02 03:00:00,Lighting,0.2992,20.3,1
2025-01-02 03:00:00,Electric Heater,0.5872,20.3,1
2025-01-02 03:00:00,Computer,0.2687,20.3,1
2025-01-02 04:00:00,Air Conditioner,0.4288,21.3,0
2025-01-02 04:00:00,Refrigerator,0.2442,21.3,0
2025-01-02 04:00:00,Lighting,0.0128,21.3,0
2025-01-02 04:00:00,Electric Heater,0.4951,21.3,0
2025-01-02 04:00:00,Computer,0.1193,21.3,0
2025-01-02 05:00:00,Air Conditioner,0.4437,20.2,1
2025-01-02 05:00:00,Refrigerator,0.2675,20.2,1
2025-01-02 05:00:00,Lighting,0.2915,20.2,1
2025-01-02 05:00:00,Electric Heater,0.6312,20.2,1
2025-01-02 05:00:00,Computer,0.2335,20.2,1
2025-01-02 06:00:00,Air Conditioner,0.3707,20.9,0
2025-01-02 06:00:00,Refrigerator,0.2572,20.9,0
2025-01-02 06:00:00,Lighting,0.1367,20.9,0
2025-01-02 06:00:00,Electric Heater,0.5105,20.9,0
2025-01-02 06:00:00,Computer,0.1064,20.9,0
2025-01-02 07:00:00,Air Conditioner,4.1181,24.2,1
2025-01-02 07:00:00,Refrigerator,0.2729,24.2,1
2025-01-02 07:00:00,Lighting,0.318,24.2,1
2025-01-02 07:00:00,Electric Heater,0.3377,24.2,1
2025-01-02 07:00:00,Computer,0.2849,24.2,1
2025-01-02 08:00:00,Air Conditioner,4.0952,22.5,1
2025-01-02 08:00:00,Refrigerator,0.24,22.5,1
2025-01-02 08:00:00,Lighting,0.261,22.5,1
2025-01-02 08:00:00,Electric Heater,0.4429,22.5,1
2025-01-02 08:00:00,Computer,0.2757,22.5,1
2025-01-02 09:00:00,Air Conditioner,7.0611,23.8,0
2025-01-02 09:00:00,Refrigerator,0.2992,23.8,0
2025-01-02 09:00:00,Lighting,0.0172,23.8,0
2025-01-02 09:00:00,Electric Heater,0.5238,23.8,0
2025-01-02 09:00:00,Computer,0.1448,23.8,0
2025-01-02 10:00:00,Air Conditioner,5.8699,24.2,1
2025-01-02 10:00:00,Refrigerator,0.2877,24.2,1
2025-01-02 10:00:00,Lighting,0.4063,24.2,1
2025-01-02 10:00:00,Electric Heater,0.4515,24.2,1
2025-01-02 10:00:00,Computer,0.2354,24.2,1
2025-01-02 11:00:00,Air Conditioner,6.9664,26.0,1
2025-01-02 11:00:00,Refrigerator,0.2614,26.0,1
2025-01-02 11:00:00,Lighting,0.4054,26.0,1
2025-01-02 11:00:00,Electric Heater,0.2983,26.0,1
2025-01-02 11:00:00,Computer,0.2951,26.0,1
2025-01-02 12:00:00,Air Conditioner,5.0095,26.3,1
2025-01-02 12:00:00,Refrigerator,0.287,26.3,1
2025-01-02 12:00:00,Lighting,0.3385,26.3,1
2025-01-02 12:00:00,Electric Heater,0.213,26.3,1
2025-01-02 12:00:00,Computer,0.2222,26.3,1
2025-01-02 13:00:00,Air Conditioner,4.9645,27.2,1
2025-01-02 13:00:00,Refrigerator,0.3281,27.2,1
2025-01-02 13:00:00,Lighting,0.3303,27.2,1
2025-01-02 13:00:00,Electric Heater,0.1874,27.2,1
2025-01-02 13:00:00,Computer,0.2622,27.2,1
2025-01-02 14:00:00,Air Conditioner,4.6954,26.0,1
2025-01-02 14:00:00,Refrigerator,0.2974,26.0,1
2025-01-02 14:00:00,Lighting,0.3041,26.0,1
2025-01-02 14:00:00,Electric Heater,0.7711,26.0,1
2025-01-02 14:00:00,Computer,0.2717,26.0,1
2025-01-02 15:00:00,Air Conditioner,4.8647,26.0,1
2025-01-02 15:00:00,Refrigerator,0.2889,26.0,1
2025-01-02 15:00:00,Lighting,0.3284,26.0,1
2025-01-02 15:00:00,Electric Heater,0.2101,26.0,1
2025-01-02 15:00:00,Computer,0.2645,26.0,1
2025-01-02 16:00:00,Air Conditioner,4.3953,27.3,1
2025-01-02 16:00:00,Refrigerator,0.2605,27.3,1
2025-01-02 16:00:00,Lighting,0.2923,27.3,1
2025-01-02 16:00:00,Washing Machine,0.01,27.3,1
2025-01-02 16:00:00,Electric Heater,0.1766,27.3,1
2025-01-02 16:00:00,Computer,0.2425,27.3,1
2025-01-02 17:00:00,Air Conditioner,7.06,25.5,1
2025-01-02 17:00:00,Refrigerator,0.2377,25.5,1
2025-01-02 17:00:00,Lighting,0.3845,25.5,1
2025-01-02 17:00:00,Washing Machine,0.01,25.5,1
2025-01-02 17:00:00,Electric Heater,0.3072,25.5,1
2025-01-02 17:00:00,Computer,0.2827,25.5,1
2025-01-02 18:00:00,Air Conditioner,16.6272,24.3,1
2025-01-02 18:00:00,Refrigerator,0.2554,24.3,1
2025-01-02 18:00:00,Lighting,0.3767,24.3,1
2025-01-02 18:00:00,Electric Heater,0.4028,24.3,1
2025-01-02 18:00:00,Computer,0.3042,24.3,1
2025-01-02 19:00:00,Air Conditioner,5.5479,24.2,1
2025-01-02 19:00:00,Refrigerator,0.2993,24.2,1
2025-01-02 19:00:00,Lighting,0.389,24.2,1
2025-01-02 19:00:00,Electric Heater,0.51,24.2,1
2025-01-02 19:00:00,Computer,0.239,24.2,1
2025-01-02 20:00:00,Air Conditioner,6.5214,23.1,1
2025-01-02 20:00:00,Refrigerator,0.2392,23.1,1
2025-01-02 20:00:00,Lighting,0.3703,23.1,1
2025-01-02 20:00:00,Electric Heater,0.5231,23.1,1
2025-01-02 20:00:00,Computer,0.3018,23.1,1
2025-01-02 21:00:00,Air Conditioner,4.8995,24.2,1
2025-01-02 21:00:00,Refrigerator,0.2543,24.2,1
2025-01-02 21:00:00,Lighting,0.2919,24.2,1
2025-01-02 21:00:00,Electric Heater,0.3284,24.2,1
2025-01-02 21:00:00,Computer,0.2701,24.2,1
2025-01-02 22:00:00,Air Conditioner,0.4039,21.6,1
2025-01-02 22:00:00,Refrigerator,0.2441,21.6,1
2025-01-02 22:00:00,Lighting,0.3344,21.6,1
2025-01-02 22:00:00,Electric Heater,0.4419,21.6,1
2025-01-02 22:00:00,Computer,0.2636,21.6,1
2025-01-02 23:00:00,Air Conditioner,0.3919,19.5,0
2025-01-02 23:00:00,Refrigerator,0.2706,19.5,0
2025-01-02 23:00:00,Lighting,0.1573,19.5,0
2025-01-02 23:00:00,Electric Heater,0.6639,19.5,0
2025-01-02 23:00:00,Computer,0.013,19.5,0
2025-01-03 00:00:00,Air Conditioner,5.024,26.4,0
2025-01-03 00:00:00,Refrigerator,0.2788,26.4,0
2025-01-03 00:00:00,Lighting,0.0155,26.4,0
2025-01-03 00:00:00,Electric Heater,0.2196,26.4,0
2025-01-03 00:00:00,Computer,0.121,26.4,0
2025-01-03 01:00:00,Air Conditioner,3.9735,25.1,0
2025-01-03 01:00:00,Refrigerator,0.2793,25.1,0
2025-01-03 01:00:00,Lighting,0.164,25.1,0
2025-01-03 01:00:00,Electric Heater,0.2654,25.1,0
2025-01-03 01:00:00,Computer,0.0376,25.1,0
2025-01-03 02:00:00,Air Conditioner,4.3473,27.5,0
2025-01-03 02:00:00,Refrigerator,0.2884,27.5,0
2025-01-03 02:00:00,Lighting,0.0165,27.5,0
2025-01-03 02:00:00,Electric Heater,0.1286,27.5,0
2025-01-03 02:00:00,Computer,0.1099,27.5,0
2025-01-03 03:00:00,Air Conditioner,5.3345,27.8,0
2025-01-03 03:00:00,Refrigerator,0.2964,27.8,0
2025-01-03 03:00:00,Lighting,0.017,27.8,0
2025-01-03 03:00:00,Electric Heater,0.1149,27.8,0
2025-01-03 03:00:00,Computer,0.1173,27.8,0
2025-01-03 04:00:00,Air Conditioner,4.1726,26.8,1
2025-01-03 04:00:00,Refrigerator,0.2693,26.8,1
2025-01-03 04:00:00,Lighting,0.2738,26.8,1
2025-01-03 04:00:00,Electric Heater,0.1806,26.8,1
2025-01-03 04:00:00,Computer,0.2364,26.8,1
2025-01-03 05:00:00,Air Conditioner,5.5089,30.2,0
2025-01-03 05:00:00,Refrigerator,0.3289,30.2,0
2025-01-03 05:00:00,Lighting,0.014,30.2,0
2025-01-03 05:00:00,Electric Heater,0.01,30.2,0
2025-01-03 05:00:00,Computer,0.0139,30.2,0
2025-01-03 06:00:00,Air Conditioner,5.0917,27.0,0
2025-01-03 06:00:00,Refrigerator,0.2654,27.0,0
2025-01-03 06:00:00,Lighting,0.1459,27.0,0
2025-01-03 06:00:00,Electric Heater,0.207,27.0,0
2025-01-03 06:00:00,Computer,0.011,27.0,0
2025-01-03 07:00:00,Air Conditioner,5.5964,31.3,0
2025-01-03 07:00:00,Refrigerator,0.2699,31.3,0
2025-01-03 07:00:00,Lighting,0.1654,31.3,0
2025-01-03 07:00:00,Electric Heater,0.01,31.3,0
2025-01-03 07:00:00,Computer,0.0138,31.3,0
2025-01-03 08:00:00,Air Conditioner,4.8479,28.7,1
2025-01-03 08:00:00,Refrigerator,0.3186,28.7,1
2025-01-03 08:00:00,Lighting,0.3388,28.7,1
2025-01-03 08:00:00,Electric Heater,0.0735,28.7,1
2025-01-03 08:00:00,Computer,0.2623,28.7,1
2025-01-03 09:00:00,Air Conditioner,6.2012,31.5,1
2025-01-03 09:00:00,Refrigerator,0.3212,31.5,1
2025-01-03 09:00:00,Lighting,0.3856,31.5,1
2025-01-03 09:00:00,Electric Heater,0.01,31.5,1
2025-01-03 09:00:00,Computer,0.3001,31.5,1
2025-01-03 10:00:00,Air Conditioner,7.203,30.0,1
2025-01-03 10:00:00,Refrigerator,0.2573,30.0,1
2025-01-03 10:00:00,Lighting,0.3106,30.0,1
2025-01-03 10:00:00,Electric Heater,0.01,30.0,1
2025-01-03 10:00:00,Computer,0.24,30.0,1
2025-01-03 11:00:00,Air Conditioner,5.9841,31.2,1
2025-01-03 11:00:00,Refrigerator,0.2847,31.2,1
2025-01-03 11:00:00,Lighting,0.3734,31.2,1
2025-01-03 11:00:00,Electric Heater,0.01,31.2,1
2025-01-03 11:00:00,Computer,0.2876,31.2,1
2025-01-03 12:00:00,Air Conditioner,4.8755,32.4,1
2025-01-03 12:00:00,Refrigerator,0.2839,32.4,1
2025-01-03 12:00:00,Lighting,0.3266,32.4,1
2025-01-03 12:00:00,Washing Machine,0.01,32.4,1
2025-01-03 12:00:00,Electric Heater,0.01,32.4,1
2025-01-03 12:00:00,Computer,0.2812,32.4,1
2025-01-03 13:00:00,Air Conditioner,4.7092,35.5,1
2025-01-03 13:00:00,Refrigerator,0.369,35.5,1
2025-01-03 13:00:00,Lighting,0.2949,35.5,1
2025-01-03 13:00:00,Electric Heater,0.01,35.5,1
2025-01-03 13:00:00,Computer,0.2361,35.5,1
2025-01-03 14:00:00,Air Conditioner,5.2795,34.3,1
2025-01-03 14:00:00,Refrigerator,0.3527,34.3,1
2025-01-03 14:00:00,Lighting,0.325,34.3,1
2025-01-03 14:00:00,Electric Heater,0.01,34.3,1
2025-01-03 14:00:00,Computer,0.2579,34.3,1
2025-01-03 15:00:00,Air Conditioner,4.9086,34.1,1
2025-01-03 15:00:00,Refrigerator,0.3036,34.1,1
2025-01-03 15:00:00,Lighting,0.2656,34.1,1
2025-01-03 15:00:00,Washing Machine,0.01,34.1,1
2025-01-03 15:00:00,Electric Heater,0.01,34.1,1
2025-01-03 15:00:00,Computer,0.2296,34.1,1
2025-01-03 16:00:00,Air Conditioner,5.9123,34.6,1
2025-01-03 16:00:00,Refrigerator,0.2864,34.6,1
2025-01-03 16:00:00,Lighting,0.2769,34.6,1
2025-01-03 16:00:00,Electric Heater,0.01,34.6,1
2025-01-03 16:00:00,Computer,0.2594,34.6,1
2025-01-03 17:00:00,Air Conditioner,7.7747,30.6,1
2025-01-03 17:00:00,Refrigerator,0.3157,30.6,1
2025-01-03 17:00:00,Lighting,0.3636,30.6,1
2025-01-03 17:00:00,Electric Heater,0.01,30.6,1
2025-01-03 17:00:00,Computer,0.2913,30.6,1
2025-01-03 18:00:00,Air Conditioner,6.4403,30.5,1
2025-01-03 18:00:00,Refrigerator,0.2575,30.5,1
2025-01-03 18:00:00,Lighting,0.3277,30.5,1
2025-01-03 18:00:00,Electric Heater,0.01,30.5,1
2025-01-03 18:00:00,Computer,0.2365,30.5,1
2025-01-03 19:00:00,Air Conditioner,6.5961,30.2,1
2025-01-03 19:00:00,Refrigerator,0.3002,30.2,1
2025-01-03 19:00:00,Lighting,0.3386,30.2,1
2025-01-03 19:00:00,Electric Heater,0.01,30.2,1
2025-01-03 19:00:00,Computer,0.3093,30.2,1
2025-01-03 20:00:00,Air Conditioner,6.0028,31.2,1
2025-01-03 20:00:00,Refrigerator,0.3252,31.2,1
2025-01-03 20:00:00,Lighting,0.3242,31.2,1
2025-01-03 20:00:00,Electric Heater,0.01,31.2,1
2025-01-03 20:00:00,Computer,0.2653,31.2,1
2025-01-03 21:00:00,Air Conditioner,5.6608,30.8,1
2025-01-03 21:00:00,Refrigerator,0.2973,30.8,1
2025-01-03 21:00:00,Lighting,0.2592,30.8,1
2025-01-03 21:00:00,Electric Heater,0.01,30.8,1
2025-01-03 21:00:00,Computer,0.2728,30.8,1
2025-01-03 22:00:00,Air Conditioner,5.3262,29.5,1
2025-01-03 22:00:00,Refrigerator,0.3093,29.5,1
2025-01-03 22:00:00,Lighting,0.3422,29.5,1
2025-01-03 22:00:00,Electric Heater,0.0328,29.5,1
2025-01-03 22:00:00,Computer,0.2413,29.5,1
2025-01-03 23:00:00,Air Conditioner,5.1063,26.7,0
2025-01-03 23:00:00,Refrigerator,0.2755,26.7,0
2025-01-03 23:00:00,Lighting,0.0139,26.7,0
2025-01-03 23:00:00,Electric Heater,0.1804,26.7,0
2025-01-03 23:00:00,Computer,0.011,26.7,0
2025-01-04 00:00:00,Air Conditioner,4.3851,30.6,1
2025-01-04 00:00:00,Refrigerator,0.2631,30.6,1
2025-01-04 00:00:00,Lighting,0.2759,30.6,1
2025-01-04 00:00:00,Electric Heater,0.01,30.6,1
2025-01-04 00:00:00,Computer,0.2205,30.6,1
2025-01-04 01:00:00,Air Conditioner,4.6408,32.8,0
2025-01-04 01:00:00,Refrigerator,0.2829,32.8,0
2025-01-04 01:00:00,Lighting,0.1561,32.8,0
2025-01-04 01:00:00,Electric Heater,0.01,32.8,0
2025-01-04 01:00:00,Computer,0.0122,32.8,0
2025-01-04 02:00:00,Air Conditioner,12.1183,31.4,1
2025-01-04 02:00:00,Refrigerator,0.3144,31.4,1
2025-01-04 02:00:00,Lighting,0.3136,31.4,1
2025-01-04 02:00:00,Electric Heater,0.01,31.4,1
2025-01-04 02:00:00,Computer,0.2235,31.4,1
2025-01-04 03:00:00,Air Conditioner,4.5456,34.5,1
2025-01-04 03:00:00,Refrigerator,0.3128,34.5,1
2025-01-04 03:00:00,Lighting,0.3418,34.5,1
2025-01-04 03:00:00,Electric Heater,0.01,34.5,1
2025-01-04 03:00:00,Computer,0.2386,34.5,1
2025-01-04 04:00:00,Air Conditioner,5.6681,32.9,1
2025-01-04 04:00:00,Refrigerator,0.2693,32.9,1
2025-01-04 04:00:00,Lighting,0.3338,32.9,1
2025-01-04 04:00:00,Electric Heater,0.01,32.9,1
2025-01-04 04:00:00,Computer,0.2199,32.9,1
2025-01-04 05:00:00,Air Conditioner,4.8156,35.0,1
2025-01-04 05:00:00,Refrigerator,0.3409,35.0,1
2025-01-04 05:00:00,Lighting,0.3082,35.0,1
2025-01-04 05:00:00,Electric Heater,0.01,35.0,1
2025-01-04 05:00:00,Computer,0.2191,35.0,1
2025-01-04 06:00:00,Air Conditioner,4.9516,35.3,1
2025-01-04 06:00:00,Refrigerator,0.3467,35.3,1
2025-01-04 06:00:00,Lighting,0.29,35.3,1
2025-01-04 06:00:00,Electric Heater,0.01,35.3,1
2025-01-04 06:00:00,Computer,0.2618,35.3,1
2025-01-04 07:00:00,Air Conditioner,5.8003,34.6,0
2025-01-04 07:00:00,Refrigerator,0.3563,34.6,0
2025-01-04 07:00:00,Lighting,0.0167,34.6,0
2025-01-04 07:00:00,Electric Heater,0.01,34.6,0
2025-01-04 07:00:00,Computer,0.1233,34.6,0
2025-01-04 08:00:00,Air Conditioner,6.1246,36.6,1
2025-01-04 08:00:00,Refrigerator,0.3644,36.6,1
2025-01-04 08:00:00,Lighting,0.2849,36.6,1
2025-01-04 08:00:00,Electric Heater,0.01,36.6,1
2025-01-04 08:00:00,Computer,0.2416,36.6,1
2025-01-04 09:00:00,Air Conditioner,8.3555,35.8,0
2025-01-04 09:00:00,Refrigerator,0.3008,35.8,0
2025-01-04 09:00:00,Lighting,0.2034,35.8,0
2025-01-04 09:00:00,Washing Machine,0.01,35.8,0
2025-01-04 09:00:00,Electric Heater,0.01,35.8,0
2025-01-04 09:00:00,Computer,0.1201,35.8,0
2025-01-04 10:00:00,Air Conditioner,8.708,36.4,1
2025-01-04 10:00:00,Refrigerator,0.2908,36.4,1
2025-01-04 10:00:00,Lighting,0.3754,36.4,1
2025-01-04 10:00:00,Washing Machine,0.01,36.4,1
2025-01-04 10:00:00,Electric Heater,0.01,36.4,1
2025-01-04 10:00:00,Computer,0.286,36.4,1
2025-01-04 11:00:00,Air Conditioner,9.2349,40.6,1
2025-01-04 11:00:00,Refrigerator,0.3252,40.6,1
2025-01-04 11:00:00,Lighting,0.3207,40.6,1
2025-01-04 11:00:00,Electric Heater,0.01,40.6,1
2025-01-04 11:00:00,Computer,0.2743,40.6,1
2025-01-04 12:00:00,Air Conditioner,5.3757,39.9,1
2025-01-04 12:00:00,Refrigerator,0.3899,39.9,1
2025-01-04 12:00:00,Lighting,1.0316,39.9,1
2025-01-04 12:00:00,Electric Heater,0.01,39.9,1
2025-01-04 12:00:00,Computer,0.217,39.9,1
2025-01-04 13:00:00,Air Conditioner,5.0922,39.8,1
2025-01-04 13:00:00,Refrigerator,0.391,39.8,1
2025-01-04 13:00:00,Lighting,0.335,39.8,1
2025-01-04 13:00:00,Electric Heater,0.01,39.8,1
2025-01-04 13:00:00,Computer,0.229,39.8,1
2025-01-04 14:00:00,Air Conditioner,5.9111,39.2,1
2025-01-04 14:00:00,Refrigerator,0.3062,39.2,1
2025-01-04 14:00:00,Lighting,0.2793,39.2,1
2025-01-04 14:00:00,Electric Heater,0.01,39.2,1
2025-01-04 14:00:00,Computer,0.2503,39.2,1
2025-01-04 15:00:00,Air Conditioner,5.1669,42.3,1
2025-01-04 15:00:00,Refrigerator,0.3759,42.3,1
2025-01-04 15:00:00,Lighting,0.31,42.3,1
2025-01-04 15:00:00,Electric Heater,0.01,42.3,1
2025-01-04 15:00:00,Computer,0.258,42.3,1
2025-01-04 16:00:00,Air Conditioner,5.0271,39.4,1
2025-01-04 16:00:00,Refrigerator,0.3015,39.4,1
2025-01-04 16:00:00,Lighting,0.2707,39.4,1
2025-01-04 16:00:00,Electric Heater,0.01,39.4,1
2025-01-04 16:00:00,Computer,0.2788,39.4,1
2025-01-04 17:00:00,Air Conditioner,8.9732,39.5,0
2025-01-04 17:00:00,Refrigerator,0.2988,39.5,0
2025-01-04 17:00:00,Lighting,0.0184,39.5,0
2025-01-04 17:00:00,Electric Heater,0.01,39.5,0
2025-01-04 17:00:00,Computer,0.0143,39.5,0
2025-01-04 18:00:00,Air Conditioner,7.9375,39.1,0
2025-01-04 18:00:00,Refrigerator,0.3717,39.1,0
2025-01-04 18:00:00,Lighting,0.2049,39.1,0
2025-01-04 18:00:00,Washing Machine,0.01,39.1,0
2025-01-04 18:00:00,Electric Heater,0.01,39.1,0
2025-01-04 18:00:00,Computer,0.0152,39.1,0
